policy_state,policy_csl,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,auto_make,auto_model,fraud_reported
IL,100/300,FEMALE,JD,transport-moving,skydiving,husband,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,1,NO,1,1,NO,Volkswagen,Passat,N
OH,500/1000,FEMALE,PhD,priv-house-serv,movies,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,1,NO,0,1,NO,Suburu,Impreza,N
OH,250/500,FEMALE,MD,priv-house-serv,paintball,husband,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6256 Elm St,3,NO,1,1,NO,Suburu,Forrestor,N
OH,250/500,FEMALE,Associate,prof-specialty,golf,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,3,NO,2,2,NO,Audi,A5,N
OH,250/500,MALE,Masters,protective-serv,chess,unmarried,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,3,YES,2,3,NO,Jeep,Wrangler,Y
IL,500/1000,FEMALE,MD,adm-clerical,hiking,own-child,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,1,NO,2,0,NO,Dodge,Neon,N
IL,250/500,MALE,JD,exec-managerial,movies,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,9082 3rd Lane,3,YES,2,0,NO,Audi,A5,Y
IN,250/500,FEMALE,JD,prof-specialty,paintball,own-child,Vehicle Theft,Rear Collision,Minor Damage,None,VA,Arlington,1941 5th Ridge,1,YES,1,3,YES,Nissan,Pathfinder,N
IN,250/500,FEMALE,JD,machine-op-inspct,skydiving,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,4,NO,0,1,NO,Ford,F150,N
OH,250/500,MALE,PhD,other-service,reading,wife,Vehicle Theft,Front Collision,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,1,YES,1,1,YES,Suburu,Legacy,N
IN,500/1000,MALE,JD,other-service,basketball,wife,Vehicle Theft,Rear Collision,Minor Damage,None,NC,Northbrook,4814 Lincoln Lane,1,NO,0,2,NO,Mercedes,ML350,N
IN,100/300,FEMALE,JD,transport-moving,kayaking,other-relative,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,1,NO,0,1,YES,Nissan,Pathfinder,N
IL,100/300,FEMALE,PhD,machine-op-inspct,golf,other-relative,Vehicle Theft,Front Collision,Trivial Damage,None,NC,Arlington,6939 3rd Hwy,1,NO,0,3,YES,Audi,A5,Y
OH,250/500,FEMALE,PhD,armed-forces,movies,husband,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,3,YES,1,1,NO,BMW,M5,Y
OH,250/500,MALE,Associate,protective-serv,reading,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,1,NO,2,2,YES,Dodge,Neon,N
OH,100/300,FEMALE,High School,farming-fishing,golf,own-child,Parked Car,Rear Collision,Trivial Damage,None,SC,Arlington,1741 Best Ridge,1,NO,0,3,NO,Chevrolet,Malibu,N
OH,500/1000,MALE,JD,craft-repair,reading,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,3,NO,1,0,YES,Saab,95,N
IN,500/1000,FEMALE,JD,tech-support,reading,husband,Vehicle Theft,Rear Collision,Minor Damage,Police,WV,Springfield,4279 Solo Drive,1,NO,2,1,NO,BMW,X5,N
IL,500/1000,MALE,Masters,protective-serv,camping,wife,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,3,NO,0,2,NO,Toyota,Corolla,Y
OH,500/1000,FEMALE,Associate,prof-specialty,video-games,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,3,NO,1,3,NO,Jeep,Wrangler,N
IN,500/1000,FEMALE,Masters,armed-forces,chess,own-child,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,9942 Tree Ave,3,NO,0,1,NO,Ford,Fusion,Y
IN,100/300,MALE,Associate,priv-house-serv,golf,not-in-family,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,1,NO,0,3,NO,Toyota,Corolla,N
OH,500/1000,FEMALE,Associate,sales,base-jumping,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,3,YES,1,3,NO,Jeep,Wrangler,N
IN,100/300,MALE,MD,craft-repair,board-games,own-child,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,1,YES,1,2,YES,Volkswagen,Jetta,Y
IL,250/500,MALE,Associate,priv-house-serv,bungie-jumping,wife,Parked Car,Rear Collision,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,1,NO,0,3,NO,Saab,93,N
IN,100/300,MALE,Associate,prof-specialty,golf,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,3,YES,2,0,YES,Accura,RSX,N
OH,250/500,MALE,MD,farming-fishing,video-games,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,1,NO,1,2,NO,Audi,A5,Y
OH,500/1000,FEMALE,MD,exec-managerial,polo,wife,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,3,NO,2,3,NO,Mercedes,ML350,N
OH,100/300,MALE,Associate,handlers-cleaners,chess,husband,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,1,NO,1,3,YES,Nissan,Pathfinder,N
IN,500/1000,FEMALE,College,machine-op-inspct,golf,wife,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,4627 Elm Ridge,3,NO,2,2,NO,Saab,95,N
IN,250/500,MALE,High School,armed-forces,kayaking,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,3,NO,1,3,YES,Audi,A3,N
OH,500/1000,MALE,Associate,tech-support,reading,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,3,NO,0,1,NO,Suburu,Impreza,N
OH,100/300,MALE,MD,priv-house-serv,reading,husband,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,1,NO,0,1,NO,Toyota,Camry,N
OH,250/500,FEMALE,College,tech-support,dancing,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,3,NO,2,3,YES,Nissan,Pathfinder,N
IL,500/1000,MALE,PhD,exec-managerial,bungie-jumping,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5586 2nd St,3,NO,2,3,NO,Suburu,Legacy,N
IN,100/300,FEMALE,MD,adm-clerical,golf,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,3,NO,1,2,YES,Accura,MDX,N
IL,500/1000,FEMALE,Masters,other-service,golf,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,1880 Weaver Drive,3,YES,0,2,YES,Nissan,Pathfinder,N
OH,500/1000,FEMALE,College,other-service,bungie-jumping,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,7295 Tree Hwy,1,YES,2,0,NO,Suburu,Impreza,N
IL,250/500,FEMALE,Associate,armed-forces,video-games,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,3,NO,0,2,NO,Jeep,Wrangler,N
IL,100/300,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1620 Oak Ave,1,YES,2,1,NO,Toyota,Camry,N
IL,250/500,FEMALE,Associate,priv-house-serv,polo,other-relative,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,1,NO,1,3,YES,Dodge,RAM,Y
IN,100/300,FEMALE,JD,armed-forces,exercise,husband,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,1,NO,1,0,NO,Accura,TL,N
OH,100/300,FEMALE,JD,protective-serv,skydiving,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,2,NO,0,3,YES,Dodge,RAM,N
IL,500/1000,FEMALE,College,priv-house-serv,chess,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,1469 Lincoln Drive,3,NO,1,2,YES,Suburu,Forrestor,Y
OH,500/1000,MALE,JD,farming-fishing,skydiving,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,9719 4th Lane,3,YES,1,3,NO,Ford,F150,Y
IN,100/300,FEMALE,JD,exec-managerial,skydiving,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,3196 Cherokee St,1,NO,1,0,NO,Honda,CRV,N
IN,500/1000,FEMALE,JD,prof-specialty,bungie-jumping,husband,Parked Car,Rear Collision,Minor Damage,None,WV,Northbend,8492 Andromedia Ridge,1,NO,2,0,YES,Jeep,Wrangler,N
OH,100/300,FEMALE,Associate,machine-op-inspct,chess,wife,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,3,YES,0,0,YES,Ford,F150,Y
IL,250/500,FEMALE,PhD,armed-forces,kayaking,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,1,NO,0,2,YES,Chevrolet,Malibu,N
IN,500/1000,FEMALE,JD,sales,reading,husband,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,1,YES,1,0,YES,Mercedes,ML350,N
IL,100/300,MALE,MD,tech-support,base-jumping,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,2849 Pine Drive,1,NO,0,2,NO,Jeep,Wrangler,Y
IN,100/300,FEMALE,Masters,protective-serv,reading,unmarried,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,Springfield,2577 Texas Ridge,1,YES,1,2,NO,Saab,93,N
IN,500/1000,MALE,MD,priv-house-serv,exercise,other-relative,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,3841 Washington Lane,3,NO,2,3,NO,Saab,93,N
OH,250/500,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,3,YES,1,3,NO,Chevrolet,Silverado,Y
IL,500/1000,MALE,MD,priv-house-serv,polo,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4826 5th St,1,YES,2,1,NO,Mercedes,E400,N
IN,500/1000,MALE,MD,priv-house-serv,video-games,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,1578 5th Lane,1,NO,1,1,NO,Dodge,RAM,Y
OH,250/500,MALE,MD,farming-fishing,skydiving,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,1,NO,1,3,YES,BMW,X5,Y
IL,100/300,FEMALE,High School,machine-op-inspct,dancing,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,5806 Embaracadero St,1,NO,0,0,NO,BMW,3 Series,N
OH,500/1000,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1472 4th Drive,3,YES,0,3,NO,Audi,A5,Y
IL,250/500,MALE,JD,transport-moving,paintball,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,5839 Weaver Lane,1,NO,2,2,NO,BMW,M5,N
IL,250/500,MALE,JD,other-service,paintball,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,7630 Rock Drive,3,YES,0,0,NO,BMW,3 Series,N
IL,250/500,FEMALE,High School,craft-repair,exercise,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,1,NO,1,0,YES,Audi,A3,N
IN,250/500,MALE,College,armed-forces,exercise,husband,Parked Car,Rear Collision,Minor Damage,None,VA,Arlington,9988 Rock Ridge,1,NO,0,0,NO,Honda,Civic,N
OH,500/1000,FEMALE,MD,other-service,chess,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,1,YES,1,2,YES,Accura,TL,N
IL,100/300,FEMALE,Masters,craft-repair,sleeping,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,7201 Washington Ave,3,NO,2,0,NO,Volkswagen,Jetta,N
IN,100/300,FEMALE,JD,priv-house-serv,sleeping,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,1,YES,2,0,NO,Suburu,Legacy,N
IL,500/1000,FEMALE,MD,exec-managerial,camping,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,3275 Pine St,2,NO,0,3,NO,Saab,95,N
IL,500/1000,MALE,Masters,adm-clerical,yachting,husband,Vehicle Theft,Front Collision,Trivial Damage,None,WV,Columbus,7785 Lincoln Lane,1,NO,2,1,NO,Jeep,Wrangler,N
OH,250/500,MALE,High School,transport-moving,sleeping,husband,Vehicle Theft,Rear Collision,Minor Damage,None,NC,Arlington,4994 Lincoln Drive,1,YES,0,0,NO,Dodge,Neon,N
IN,100/300,MALE,MD,priv-house-serv,movies,not-in-family,Parked Car,Rear Collision,Minor Damage,None,NY,Springfield,1298 Maple Hwy,1,NO,1,3,NO,Suburu,Impreza,N
IL,100/300,MALE,High School,armed-forces,board-games,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2644 MLK Drive,3,NO,0,3,NO,Saab,92x,Y
IN,250/500,MALE,Associate,exec-managerial,board-games,own-child,Parked Car,Rear Collision,Trivial Damage,None,SC,Riverwood,5630 1st Drive,1,NO,0,3,YES,Saab,92x,N
IL,100/300,FEMALE,JD,exec-managerial,sleeping,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6137 MLK St,3,NO,2,0,NO,Jeep,Wrangler,N
OH,250/500,FEMALE,PhD,sales,basketball,husband,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,5383 Maple Drive,1,NO,0,1,NO,Chevrolet,Malibu,N
OH,500/1000,FEMALE,Associate,craft-repair,paintball,own-child,Vehicle Theft,Rear Collision,Minor Damage,None,NC,Arlington,4460 4th Lane,1,YES,1,3,NO,Saab,92x,N
OH,250/500,MALE,Associate,sales,video-games,husband,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,8524 Pine Lane,1,YES,0,3,NO,Mercedes,C300,N
IN,250/500,FEMALE,High School,exec-managerial,sleeping,own-child,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,8456 1st Ave,1,YES,0,0,NO,Nissan,Pathfinder,N
IL,500/1000,MALE,JD,handlers-cleaners,skydiving,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,3639 Flute Hwy,3,NO,2,1,NO,Honda,Accord,N
IN,500/1000,MALE,PhD,armed-forces,basketball,wife,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,7900 Sky Hwy,1,YES,2,3,NO,Volkswagen,Jetta,N
OH,500/1000,FEMALE,High School,tech-support,movies,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,7835 Cherokee Hwy,3,YES,2,1,YES,Saab,95,N
IN,100/300,MALE,Associate,adm-clerical,paintball,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,1030 Pine Lane,3,NO,1,2,NO,Chevrolet,Silverado,Y
OH,100/300,MALE,JD,priv-house-serv,camping,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,9278 Francis Ridge,3,NO,2,0,YES,BMW,X5,N
OH,250/500,FEMALE,High School,priv-house-serv,paintball,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,6604 Apache Drive,3,NO,1,2,NO,Saab,92x,N
OH,250/500,MALE,MD,priv-house-serv,base-jumping,not-in-family,Vehicle Theft,Rear Collision,Minor Damage,Police,WV,Northbrook,2311 4th St,1,YES,1,0,NO,Honda,Civic,N
IN,500/1000,FEMALE,Masters,transport-moving,skydiving,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,9523 Solo Hwy,3,NO,0,2,NO,Jeep,Wrangler,N
IL,100/300,FEMALE,College,sales,dancing,wife,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,3171 Andromedia Lane,1,NO,1,2,YES,Nissan,Pathfinder,N
IN,500/1000,MALE,JD,exec-managerial,kayaking,other-relative,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,2492 Lincoln Lane,2,NO,0,1,YES,Jeep,Wrangler,N
OH,500/1000,MALE,Masters,exec-managerial,kayaking,not-in-family,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,4477 5th Ave,3,YES,2,1,YES,Accura,RSX,Y
IL,500/1000,MALE,MD,craft-repair,movies,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,6724 Andromedia St,1,NO,1,1,NO,Honda,CRV,N
OH,500/1000,FEMALE,JD,transport-moving,cross-fit,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,7495 Washington Ave,4,YES,0,2,YES,Honda,Accord,N
OH,250/500,FEMALE,High School,sales,chess,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,4291 Sky Hwy,1,YES,2,0,NO,Mercedes,C300,Y
OH,100/300,MALE,High School,adm-clerical,golf,husband,Vehicle Theft,Rear Collision,Trivial Damage,None,NY,Hillsdale,5650 Rock Ave,1,NO,1,1,YES,Honda,Civic,N
OH,250/500,MALE,PhD,tech-support,chess,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,6888 Elm Ridge,1,NO,1,3,NO,Mercedes,C300,N
IL,100/300,MALE,College,prof-specialty,exercise,wife,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,2352 Sky Drive,3,YES,2,1,NO,Toyota,Corolla,N
IL,250/500,MALE,High School,protective-serv,chess,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,5280 Pine Ave,3,YES,1,0,NO,Dodge,RAM,Y
OH,100/300,MALE,JD,transport-moving,base-jumping,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,6638 Tree Drive,1,NO,1,0,YES,Accura,MDX,N
IL,250/500,FEMALE,College,other-service,camping,wife,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,5678 Lincoln Drive,3,NO,0,3,NO,BMW,M5,N
IL,500/1000,MALE,MD,priv-house-serv,polo,wife,Vehicle Theft,Rear Collision,Minor Damage,Police,WV,Columbus,4496 Pine Lane,1,NO,0,3,NO,Nissan,Ultima,N
OH,250/500,FEMALE,PhD,other-service,hiking,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8845 5th Ave,1,YES,1,0,YES,Accura,RSX,N
IN,500/1000,FEMALE,MD,farming-fishing,skydiving,wife,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,9317 Apache Ave,3,NO,0,1,NO,Honda,Accord,N
IL,250/500,FEMALE,Associate,adm-clerical,video-games,husband,Vehicle Theft,Rear Collision,Minor Damage,Police,VA,Arlington,8638 3rd Ave,1,NO,2,3,NO,Jeep,Wrangler,N
IN,250/500,FEMALE,Masters,transport-moving,video-games,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,3061 Francis Hwy,1,NO,0,3,YES,BMW,X6,Y
IL,250/500,MALE,Masters,prof-specialty,bungie-jumping,unmarried,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,1173 Andromedia Ave,1,YES,1,3,YES,Dodge,RAM,Y
IN,500/1000,MALE,Associate,priv-house-serv,polo,other-relative,Vehicle Theft,Front Collision,Trivial Damage,Police,VA,Springfield,6068 2nd St,1,YES,1,3,NO,Audi,A5,N
IN,100/300,FEMALE,JD,sales,yachting,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,7937 Weaver Ridge,1,YES,0,0,NO,Toyota,Camry,Y
IN,100/300,FEMALE,JD,adm-clerical,sleeping,unmarried,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,2823 Weaver Lane,4,YES,0,2,NO,Saab,93,Y
OH,500/1000,FEMALE,College,sales,sleeping,husband,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,1809 Sky St,3,NO,1,1,NO,Nissan,Ultima,N
IL,250/500,MALE,JD,craft-repair,polo,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,9352 Washington Ave,3,NO,2,1,YES,Honda,Civic,N
IL,500/1000,FEMALE,Masters,machine-op-inspct,reading,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,2697 Oak Drive,3,YES,1,3,NO,Dodge,Neon,N
OH,100/300,FEMALE,College,armed-forces,camping,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,1110 4th Drive,3,NO,1,3,NO,Toyota,Highlander,N
OH,100/300,FEMALE,JD,priv-house-serv,cross-fit,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,7535 5th Lane,4,NO,2,3,YES,Toyota,Highlander,Y
OH,250/500,MALE,High School,protective-serv,polo,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9043 Maple Hwy,1,NO,1,0,NO,Honda,CRV,N
IN,100/300,FEMALE,High School,protective-serv,hiking,wife,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,3777 Maple Ave,1,NO,2,2,YES,Jeep,Grand Cherokee,N
IN,250/500,FEMALE,PhD,prof-specialty,exercise,own-child,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,5608 Solo St,1,NO,0,0,NO,Toyota,Corolla,Y
IN,250/500,FEMALE,MD,other-service,bungie-jumping,unmarried,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,6981 Weaver St,3,NO,1,0,NO,Dodge,RAM,Y
OH,100/300,FEMALE,Associate,craft-repair,movies,own-child,Parked Car,Rear Collision,Minor Damage,None,NY,Springfield,4369 Maple Lane,1,NO,1,1,YES,Suburu,Impreza,N
IL,500/1000,FEMALE,PhD,machine-op-inspct,exercise,husband,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,6931 Elm St,3,NO,0,0,NO,Volkswagen,Passat,N
IN,250/500,FEMALE,PhD,other-service,base-jumping,own-child,Parked Car,Rear Collision,Minor Damage,None,SC,Arlington,7583 Washington Ave,1,NO,1,3,NO,Volkswagen,Passat,N
IN,250/500,FEMALE,Associate,armed-forces,bungie-jumping,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,7552 3rd St,3,YES,0,0,NO,Audi,A3,N
IL,500/1000,MALE,Associate,prof-specialty,movies,own-child,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,1654 Pine St,1,YES,1,3,YES,Jeep,Grand Cherokee,N
IL,250/500,MALE,High School,handlers-cleaners,yachting,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,6058 Andromedia Hwy,3,NO,0,2,NO,Suburu,Forrestor,N
IL,100/300,FEMALE,JD,other-service,hiking,wife,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,6536 MLK Hwy,1,NO,2,0,NO,Audi,A5,Y
IL,250/500,FEMALE,Masters,sales,board-games,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,8198 Embaracadero Lane,1,NO,0,3,NO,Suburu,Legacy,N
OH,250/500,MALE,Masters,sales,exercise,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,3447 Solo Ave,1,NO,1,1,NO,Suburu,Forrestor,N
OH,100/300,FEMALE,PhD,tech-support,bungie-jumping,wife,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,1806 Weaver Ridge,3,NO,2,3,YES,Ford,Escape,N
IL,500/1000,FEMALE,College,transport-moving,video-games,unmarried,Parked Car,Rear Collision,Minor Damage,None,SC,Arlington,7930 Texas Ave,1,NO,1,0,NO,Toyota,Camry,N
IN,500/1000,FEMALE,Masters,protective-serv,reading,not-in-family,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Riverwood,7082 Oak Ridge,1,NO,0,3,NO,Nissan,Maxima,N
IN,500/1000,FEMALE,JD,handlers-cleaners,sleeping,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,6357 Texas Lane,3,NO,0,2,NO,Audi,A3,N
IN,250/500,MALE,High School,protective-serv,reading,not-in-family,Vehicle Theft,Front Collision,Minor Damage,None,WV,Hillsdale,9322 Rock Hwy,1,NO,1,0,YES,Volkswagen,Jetta,N
IN,250/500,FEMALE,JD,craft-repair,yachting,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbrook,6684 Solo Lane,1,YES,0,3,NO,Honda,CRV,N
OH,250/500,MALE,JD,craft-repair,movies,unmarried,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4885 Oak Lane,1,YES,0,0,NO,Nissan,Maxima,N
IN,500/1000,MALE,Masters,machine-op-inspct,golf,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,7846 Andromedia Drive,3,YES,0,3,YES,Toyota,Camry,N
IL,100/300,FEMALE,High School,priv-house-serv,skydiving,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Columbus,3915 Embaracadero St,1,NO,2,1,NO,Chevrolet,Silverado,N
OH,100/300,MALE,Masters,priv-house-serv,sleeping,wife,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,Hillsdale,4242 Rock Lane,3,NO,1,3,NO,Dodge,RAM,N
OH,500/1000,FEMALE,High School,protective-serv,movies,husband,Vehicle Theft,Rear Collision,Minor Damage,Police,VA,Hillsdale,7405 Oak St,1,NO,0,0,YES,Saab,92x,N
IL,100/300,FEMALE,JD,protective-serv,board-games,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbend,9633 4th St,3,NO,1,2,YES,Toyota,Camry,N
IN,250/500,FEMALE,Associate,adm-clerical,bungie-jumping,husband,Vehicle Theft,Rear Collision,Trivial Damage,Police,VA,Columbus,3492 Britain St,1,NO,2,0,NO,Accura,MDX,N
OH,500/1000,FEMALE,PhD,transport-moving,board-games,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Arlington,7973 4th St,1,NO,0,2,NO,Chevrolet,Silverado,N
